ResponseID,Response,Core,Answer,Gramm,Interp,Verif,parse,ldh,xdh,xdx,AnnoScore
10	.	_	.	.	_	4	punct	_	_","['det$@%this$@%guy', 'nsubj$@%guy$@%go', 'aux$@%be$@%go', 'root$@%go$@%VROOT', 'acomp$@%green$@%go', 'erased$@%by$@%WORDERASED', 'prepc_by$@%plant$@%green', 'amod$@%new$@%plant', 'dobj$@%plant$@%plant', 'punct$@%.$@%go']","['x$@%this$@%guy', 'x$@%guy$@%go', 'x$@%be$@%go', 'x$@%go$@%VROOT', 'x$@%green$@%go', 'x$@%by$@%WORDERASED', 'x$@%plant$@%green', 'x$@%new$@%plant', 'x$@%plant$@%plant', 'x$@%.$@%go']","['x$@%this$@%x', 'x$@%guy$@%x', 'x$@%be$@%x', 'x$@%go$@%x', 'x$@%green$@%x', 'x$@%by$@%x', 'x$@%plant$@%x', 'x$@%new$@%x', 'x$@%plant$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p367-r1,Man planting a tree.,1,1,1,1,1,"1	man	_	NN	NN	_	0	root	_	_
2	plant	_	VBG	VBG	_	1	partmod	_	_
3	a	_	DT	DT	_	4	det	_	_
4	tree	_	NN	NN	_	2	dobj	_	_
5	.	_	.	.	_	1	punct	_	_","['root$@%man$@%VROOT', 'partmod$@%plant$@%man', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%man']","['x$@%man$@%VROOT', 'x$@%plant$@%man', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%man']","['x$@%man$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p370-r1,A man is planting a tree,1,1,1,1,1,"1	a	_	DT	DT	_	2	det	_	_
2	man	_	NN	NN	_	4	nsubj	_	_
3	be	_	VBZ	VBZ	_	4	aux	_	_
4	plant	_	VBG	VBG	_	0	root	_	_
5	a	_	DT	DT	_	6	det	_	_
6	tree	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	4	punct	_	_","['det$@%a$@%man', 'nsubj$@%man$@%plant', 'aux$@%be$@%plant', 'root$@%plant$@%VROOT', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%plant']","['x$@%a$@%man', 'x$@%man$@%plant', 'x$@%be$@%plant', 'x$@%plant$@%VROOT', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%plant']","['x$@%a$@%x', 'x$@%man$@%x', 'x$@%be$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p374-r1,The man is planting a tree.,1,1,1,1,1,"1	the	_	DT	DT	_	2	det	_	_
2	man	_	NN	NN	_	4	nsubj	_	_
3	be	_	VBZ	VBZ	_	4	aux	_	_
4	plant	_	VBG	VBG	_	0	root	_	_
5	a	_	DT	DT	_	6	det	_	_
6	tree	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	4	punct	_	_","['det$@%the$@%man', 'nsubj$@%man$@%plant', 'aux$@%be$@%plant', 'root$@%plant$@%VROOT', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%plant']","['x$@%the$@%man', 'x$@%man$@%plant', 'x$@%be$@%plant', 'x$@%plant$@%VROOT', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%plant']","['x$@%the$@%x', 'x$@%man$@%x', 'x$@%be$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p377-r1,gardening,0,0,1,0,0,"1	gardening	_	NN	NN	_	0	root	_	_
2	.	_	.	.	_	1	punct	_	_","['root$@%gardening$@%VROOT', 'punct$@%.$@%gardening']","['x$@%gardening$@%VROOT', 'x$@%.$@%gardening']","['x$@%gardening$@%x', 'x$@%.$@%x']",0.056
I15U-gNSC-p379-r1,A hole has been dug so a sapling can be planted.,0,0,1,0,1,"1	a	_	DT	DT	_	2	det	_	_
2	hole	_	NN	NN	_	5	nsubj	_	_
3	have	_	VBZ	VBZ	_	5	aux	_	_
4	be	_	VBN	VBN	_	5	aux	_	_
5	dig	_	VBG	VBG	_	0	root	_	_
6	so	_	IN	IN	_	11	mark	_	_
7	a	_	DT	DT	_	8	det	_	_
8	sapling	_	NN	NN	_	11	nsubjpass	_	_
9	can	_	MD	MD	_	11	aux	_	_
10	be	_	VB	VB	_	11	auxpass	_	_
11	plant	_	VBN	VBN	_	5	advcl	_	_
12	.	_	.	.	_	5	punct	_	_","['det$@%a$@%hole', 'nsubj$@%hole$@%dig', 'aux$@%have$@%dig', 'aux$@%be$@%dig', 'root$@%dig$@%VROOT', 'mark$@%so$@%plant', 'det$@%a$@%sapling', 'nsubjpass$@%sapling$@%plant', 'aux$@%can$@%plant', 'auxpass$@%be$@%plant', 'advcl$@%plant$@%dig', 'punct$@%.$@%dig']","['x$@%a$@%hole', 'x$@%hole$@%dig', 'x$@%have$@%dig', 'x$@%be$@%dig', 'x$@%dig$@%VROOT', 'x$@%so$@%plant', 'x$@%a$@%sapling', 'x$@%sapling$@%plant', 'x$@%can$@%plant', 'x$@%be$@%plant', 'x$@%plant$@%dig', 'x$@%.$@%dig']","['x$@%a$@%x', 'x$@%hole$@%x', 'x$@%have$@%x', 'x$@%be$@%x', 'x$@%dig$@%x', 'x$@%so$@%x', 'x$@%a$@%x', 'x$@%sapling$@%x', 'x$@%can$@%x', 'x$@%be$@%x', 'x$@%plant$@%x', 'x$@%.$@%x']",0.318
I15U-gNSC-p380-r1,Plant dig by a man,0,0,0,0,0,"1	plant	_	NNP	NNP	_	2	nsubj	_	_
2	dig	_	VB	VB	_	0	root	_	_
3	by	_	IN	IN	_	0	erased	_	_
4	a	_	DT	DT	_	5	det	_	_
5	man	_	NN	NN	_	2	prep_by	_	_
6	.	_	.	.	_	2	punct	_	_","['nsubj$@%plant$@%dig', 'root$@%dig$@%VROOT', 'erased$@%by$@%WORDERASED', 'det$@%a$@%man', 'prep_by$@%man$@%dig', 'punct$@%.$@%dig']","['x$@%plant$@%dig', 'x$@%dig$@%VROOT', 'x$@%by$@%WORDERASED', 'x$@%a$@%man', 'x$@%man$@%dig', 'x$@%.$@%dig']","['x$@%plant$@%x', 'x$@%dig$@%x', 'x$@%by$@%x', 'x$@%a$@%x', 'x$@%man$@%x', 'x$@%.$@%x']",0.0
I15U-gNSC-p383-r1,The man is planting a tree.,1,1,1,1,1,"1	the	_	DT	DT	_	2	det	_	_
2	man	_	NN	NN	_	4	nsubj	_	_
3	be	_	VBZ	VBZ	_	4	aux	_	_
4	plant	_	VBG	VBG	_	0	root	_	_
5	a	_	DT	DT	_	6	det	_	_
6	tree	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	4	punct	_	_","['det$@%the$@%man', 'nsubj$@%man$@%plant', 'aux$@%be$@%plant', 'root$@%plant$@%VROOT', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%plant']","['x$@%the$@%man', 'x$@%man$@%plant', 'x$@%be$@%plant', 'x$@%plant$@%VROOT', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%plant']","['x$@%the$@%x', 'x$@%man$@%x', 'x$@%be$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p385-r1,TIME TO PLANT THE TREE.,0,0,1,0,0,"1	time	_	VB	VB	_	0	root	_	_
2	to	_	TO	TO	_	3	aux	_	_
3	plant	_	VB	VB	_	1	xcomp	_	_
4	the	_	DT	DT	_	5	det	_	_
5	tree	_	NN	NN	_	3	dobj	_	_
6	.	_	.	.	_	1	punct	_	_","['root$@%time$@%VROOT', 'aux$@%to$@%plant', 'xcomp$@%plant$@%time', 'det$@%the$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%time']","['x$@%time$@%VROOT', 'x$@%to$@%plant', 'x$@%plant$@%time', 'x$@%the$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%time']","['x$@%time$@%x', 'x$@%to$@%x', 'x$@%plant$@%x', 'x$@%the$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",0.056
I15U-gNSC-p387-r1,He is planting a tree.,1,1,1,1,1,"1	he	_	PRP	PRP	_	3	nsubj	_	_
2	be	_	VBZ	VBZ	_	3	aux	_	_
3	plant	_	VBG	VBG	_	0	root	_	_
4	a	_	DT	DT	_	5	det	_	_
5	tree	_	NN	NN	_	3	dobj	_	_
6	.	_	.	.	_	3	punct	_	_","['nsubj$@%he$@%plant', 'aux$@%be$@%plant', 'root$@%plant$@%VROOT', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%plant']","['x$@%he$@%plant', 'x$@%be$@%plant', 'x$@%plant$@%VROOT', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%plant']","['x$@%he$@%x', 'x$@%be$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p390-r1,Where can I transplant this cannabis plant?,0,0,1,0,0,"1	where	_	WRB	WRB	_	4	advmod	_	_
2	can	_	MD	MD	_	4	aux	_	_
3	i	_	PRP	PRP	_	4	nsubj	_	_
4	transplant	_	VB	VB	_	0	root	_	_
5	this	_	DT	DT	_	7	det	_	_
6	cannabis	_	NN	NN	_	7	nn	_	_
7	plant	_	NN	NN	_	4	dobj	_	_
8	?	_	.	.	_	4	punct	_	_","['advmod$@%where$@%transplant', 'aux$@%can$@%transplant', 'nsubj$@%i$@%transplant', 'root$@%transplant$@%VROOT', 'det$@%this$@%plant', 'nn$@%cannabis$@%plant', 'dobj$@%plant$@%transplant', 'punct$@%?$@%transplant']","['x$@%where$@%transplant', 'x$@%can$@%transplant', 'x$@%i$@%transplant', 'x$@%transplant$@%VROOT', 'x$@%this$@%plant', 'x$@%cannabis$@%plant', 'x$@%plant$@%transplant', 'x$@%?$@%transplant']","['x$@%where$@%x', 'x$@%can$@%x', 'x$@%i$@%x', 'x$@%transplant$@%x', 'x$@%this$@%x', 'x$@%cannabis$@%x', 'x$@%plant$@%x', 'x$@%?$@%x']",0.056
I15U-gNSC-p393-r1,The gardener is about to plant a tree.,1,1,1,1,1,"1	the	_	DT	DT	_	2	det	_	_
2	gardener	_	NN	NN	_	6	xsubj	_	_
3	be	_	VBZ	VBZ	_	4	aux	_	_
4	about	_	IN	IN	_	0	root	_	_
5	to	_	TO	TO	_	6	aux	_	_
6	plant	_	VB	VB	_	4	xcomp	_	_
7	a	_	DT	DT	_	8	det	_	_
8	tree	_	NN	NN	_	6	dobj	_	_
9	.	_	.	.	_	4	punct	_	_","['det$@%the$@%gardener', 'xsubj$@%gardener$@%plant', 'aux$@%be$@%about', 'root$@%about$@%VROOT', 'aux$@%to$@%plant', 'xcomp$@%plant$@%about', 'det$@%a$@%tree', 'dobj$@%tree$@%plant', 'punct$@%.$@%about']","['x$@%the$@%gardener', 'x$@%gardener$@%plant', 'x$@%be$@%about', 'x$@%about$@%VROOT', 'x$@%to$@%plant', 'x$@%plant$@%about', 'x$@%a$@%tree', 'x$@%tree$@%plant', 'x$@%.$@%about']","['x$@%the$@%x', 'x$@%gardener$@%x', 'x$@%be$@%x', 'x$@%about$@%x', 'x$@%to$@%x', 'x$@%plant$@%x', 'x$@%a$@%x', 'x$@%tree$@%x', 'x$@%.$@%x']",1.0
I15U-gNSC-p394-r1,The man is planting a tree,1,1,1,1,1,"1	the	_	DT	DT	_	2	det	_	_
2	man	_	NN	NN	_	4	nsubj	_	_
3	be	_	VBZ	VBZ	_	4	aux	_	_
4	plant	_	VBG	VBG	_	0	root	_	_
5	a	_	DT	DT	_	6	det	_	_
6	tree	_	NN	NN	_	4	dobj	_	_
